"start","end","year","ships","days"
"Modon","Corfou",1429,2,2
"Venice","Jerusalem",1429,1,1
"Venice","Pula",1430,1,1
"Pula","Corfou",1430,1,1
"Corfou","Modon",1430,1,1
"Venice","Messine",1430,1,2
"Messine","Reggio.Calabre",1430,1,1
"Reggio.Calabre","Palerme",1430,1,2
"Palerme","Syracuse",1430,1,1
"Syracuse","Napoli",1430,1,1
"Napoli","Calabre",1430,1,1
"Calabre","Civita.Vecchia",1430,1,2
"Civita.Vecchia","Gaete",1430,1,2
"Gaete","Pise",1430,1,1
"Pise","Talamone",1430,1,1
"Talamone","Locum.Buccari",1430,1,1
"Locum.Buccari","Aigues.Mortes",1430,1,1
"Aigues.Mortes","Agde",1430,1,1
"Agde","Collioure",1430,1,1
"Collioure","Barcelone",1430,1,1
"Venice","Sicily",1430,5,1
"Sicily","Messine",1430,5,1
"Messine","Palerme",1430,5,1
"Palerme","Majorque",1430,5,1
"Majorque","Malaga",1430,5,1
"Malaga","Cadix",1430,5,1
"Cadix","Bruges",1430,5,60
"Bruges","London",1430,5,65
"London","Southampton",1430,5,5
"Venice","Corfou",1430,3,1
"Corfou","Modon",1430,3,1
"Modon","Coron",1430,3,1
"Coron","Negrepont",1430,3,1
"Negrepont","Constantinople",1430,3,2
"Constantinople","Caffa",1430,3,1
"Caffa","Tana",1430,3,10
"Tana","Trebizonde",1430,3,10
"Trebizonde","Sinope",1430,3,2
"Sinope","Constantinople",1430,3,1
"Venice","Alexandrie",1430,1,1
"Alexandrie","Crete",1430,1,1
"Crete","Rhodes",1430,1,1
"Rhodes","Beyrouth",1430,1,30
"Beyrouth","Jaffa",1430,1,1
"Jaffa","Acre",1430,1,5
"Acre","Jaffa",1430,1,1
"Jaffa","Tripoli.Syria",1430,1,6
"Tripoli.Syria","Laodicée",1430,1,6
"Laodicée","Tripoli.Syria",1430,1,1
"Tripoli.Syria","Beyrouth",1430,1,1
"Venice","Alexandrie",1430,2,1
"Alexandrie","Crete",1430,2,1
"Crete","Rhodes",1430,2,1
"Rhodes","Beyrouth",1430,2,30
"Beyrouth","Tripoli.Syria",1430,2,6
"Tripoli.Syria","Laodicée",1430,2,6
"Laodicée","Tripoli.Syria",1430,2,1
"Tripoli.Syria","Beyrouth",1430,2,1
"Venice","Beyrouth",1430,1,1
"Beyrouth","Crete",1430,1,1
"Crete","Rhodes",1430,1,1
"Rhodes","Alexandrie",1430,1,22
"Venice","Beyrouth",1430,2,22
"Beyrouth","Alexandrie",1430,2,14
"Venice","Jerusalem",1430,1,1
"Venice","Modon",1430,2,1
"Modon","Crete",1430,2,1
"Venice","Corfou",1431,5,1
"Corfou","Coron",1431,5,1
"Coron","Modon",1431,5,1
"Modon","Negrepont",1431,5,1
"Negrepont","Constantinople",1431,5,1
"Constantinople","Tana",1431,5,10
"Tana","Trebizonde",1431,5,6
"Trebizonde","Simisso",1431,5,1
"Simisso","Sinope",1431,5,1
"Sinope","Constantinople",1431,5,2
"Venice","Crete",1431,1,2
"Crete","Alexandrie",1431,1,10
"Alexandrie","Beyrouth",1431,1,20
"Beyrouth","Jaffa",1431,1,1
"Jaffa","Acre",1431,1,4
"Acre","Jaffa",1431,1,2
"Jaffa","Beyrouth",1431,1,1
"Venice","Crete",1431,2,2
"Crete","Alexandrie",1431,2,10
"Alexandrie","Beyrouth",1431,2,20
"Beyrouth","Tripoli.Syria",1431,2,2
"Tripoli.Syria","Laodicée",1431,2,2
"Laodicée","Beyrouth",1431,2,1
"Venice","Crete",1431,3,2
"Crete","Alexandrie",1431,3,10
"Alexandrie","Beyrouth",1431,3,20
"Venice","Crete",1431,1,1
"Crete","Rhodes",1431,1,1
"Rhodes","Jaffa",1431,1,1
"Venice","Pula",1431,1,1
"Pula","Jaffa",1431,1,1
"Jaffa","Jerusalem",1431,1,1
"Venice","Modon",1431,2,1
"Modon","Crete",1431,2,1
"Crete","Alexandrie",1431,2,1
"Alexandrie","Syria",1431,2,1
"Syria","Cyprus",1431,2,1
"Cyprus","Cyprus",1431,2,1
"Cyprus","Cyprus",1431,2,1
"Venice","Syria",1431,1,1
"Venice","Corfou",1432,4,1
"Corfou","Modon",1432,4,1
"Modon","Coron",1432,4,1
"Coron","Negrepont",1432,4,1
"Negrepont","Constantinople",1432,4,1
"Constantinople","Tana",1432,4,14
"Tana","Trebizonde",1432,4,8
"Trebizonde","Sinope",1432,4,2
"Sinope","Constantinople",1432,4,4
"Venice","Crete",1432,1,1
"Crete","Cyprus",1432,1,2
"Cyprus","Rhodes",1432,1,1
"Rhodes","Jaffa",1432,1,1
"Jaffa","Cyprus",1432,1,2
"Venice","Crete",1432,1,1
"Crete","Cyprus",1432,1,2
"Cyprus","Rhodes",1432,1,1
"Rhodes","Jaffa",1432,1,1
"Jaffa","Rhodes",1432,1,1
"Rhodes","Cyprus",1432,1,2
"Venice","Corfou",1433,1,1
"Corfou","Modon",1433,1,1
"Modon","Coron",1433,1,1
"Coron","Crete",1433,1,2
"Crete","Alexandrie",1433,1,10
"Alexandrie","Beyrouth",1433,1,22
"Beyrouth","Jaffa",1433,1,1
"Jaffa","Acre",1433,1,1
"Acre","Beyrouth",1433,1,1
"Venice","Corfou",1433,3,1
"Corfou","Modon",1433,3,1
"Modon","Coron",1433,3,1
"Coron","Crete",1433,3,2
"Crete","Alexandrie",1433,3,10
"Alexandrie","Beyrouth",1433,3,22
"Beyrouth","Tripoli.Syria",1433,3,1
"Tripoli.Syria","Laodicée",1433,3,12
"Laodicée","Beyrouth",1433,3,1
"Venice","Corfou",1433,2,1
"Corfou","Modon",1433,2,1
"Modon","Coron",1433,2,1
"Coron","Negrepont",1433,2,2
"Negrepont","Constantinople",1433,2,2
"Constantinople","Caffa",1433,2,1
"Caffa","Tana",1433,2,14
"Tana","Constantinople",1433,2,2
"Venice","Corfou",1433,1,1
"Corfou","Modon",1433,1,1
"Modon","Coron",1433,1,1
"Coron","Negrepont",1433,1,2
"Negrepont","Constantinople",1433,1,2
"Constantinople","Simisso",1433,1,1
"Simisso","Sinope",1433,1,1
"Sinope","Trebizonde",1433,1,1
"Trebizonde","Constantinople",1433,1,2
"Venice","Modon",1433,1,1
"Modon","Crete",1433,1,1
"Crete","Beyrouth",1433,1,25
"Beyrouth","Damas",1433,1,2
"Venice","Crete",1433,1,1
"Crete","Beyrouth",1433,1,1
"Beyrouth","Cyprus",1433,1,1
"Cyprus","Beyrouth",1433,1,1
"Venice","Modon",1433,1,1
"Modon","Crete",1433,1,1
"Crete","Alexandrie",1433,1,1
"Venice","Messine",1434,3,1
"Messine","Palerme",1434,3,1
"Palerme","Majorque",1434,3,1
"Majorque","Cadix",1434,3,1
"Cadix","Bruges",1434,3,1
"Venice","Messine",1434,2,1
"Messine","Palerme",1434,2,1
"Palerme","Majorque",1434,2,1
"Majorque","Cadix",1434,2,1
"Cadix","London",1434,2,50
"Venice","Messine",1434,1,1
"Messine","Palerme",1434,1,1
"Palerme","Calabre",1434,1,1
"Calabre","Napoli",1434,1,2
"Napoli","Gaete",1434,1,2
"Gaete","Civita.Vecchia",1434,1,2
"Civita.Vecchia","Pise",1434,1,1
"Pise","Talamone",1434,1,1
"Talamone","Locum.Buccari",1434,1,1
"Locum.Buccari","Aigues.Mortes",1434,1,1
"Aigues.Mortes","Collioure",1434,1,3
"Collioure","Barcelone",1434,1,1
"Venice","Corfou",1434,2,1
"Corfou","Modon",1434,2,1
"Modon","Coron",1434,2,1
"Coron","Negrepont",1434,2,1
"Negrepont","Constantinople",1434,2,2
"Constantinople","Tana",1434,2,1
"Tana","Constantinople",1434,2,6
"Venice","Corfou",1434,1,1
"Corfou","Modon",1434,1,1
"Modon","Coron",1434,1,1
"Coron","Negrepont",1434,1,1
"Negrepont","Simisso",1434,1,1
"Simisso","Sinope",1434,1,2
"Sinope","Trebizonde",1434,1,10
"Trebizonde","Constantinople",1434,1,6
"Venice","Pula",1434,4,1
"Pula","Modon",1434,4,1
"Modon","Crete",1434,4,1
"Crete","Cap.Malee",1434,4,1
"Venice","Pula",1434,2,1
"Pula","Modon",1434,2,1
"Modon","Cap.Malee",1434,2,1
"Cap.Malee","Rhodes",1434,2,1
"Rhodes","Beyrouth",1434,2,28
"Beyrouth","Tripoli.Syria",1434,2,1
"Tripoli.Syria","Laodicée",1434,2,1
"Laodicée","Beyrouth",1434,2,1
"Beyrouth","Rhodes",1434,2,1
"Venice","Pula",1434,1,1
"Pula","Modon",1434,1,1
"Modon","Cap.Malee",1434,1,1
"Cap.Malee","Rhodes",1434,1,1
"Rhodes","Beyrouth",1434,1,28
"Beyrouth","Jaffa",1434,1,1
"Jaffa","Acre",1434,1,6
"Acre","Jaffa",1434,1,2
"Jaffa","Beyrouth",1434,1,1
"Beyrouth","Rhodes",1434,1,1
"Venice","Pula",1434,1,1
"Pula","Modon",1434,1,1
"Modon","Cap.Malee",1434,1,1
"Cap.Malee","Rhodes",1434,1,1
"Rhodes","Beyrouth",1434,1,28
"Beyrouth","Damas",1434,1,1
"Venice","Modon",1434,1,1
"Modon","Cap.Malee",1434,1,1
"Cap.Malee","Beyrouth",1434,1,1
"Venice","Modon",1434,1,1
"Modon","Cap.Malee",1434,1,1
"Cap.Malee","Crete",1434,1,1
"Crete","Cyprus",1434,1,1
"Venice","Jerusalem",1434,1,1
"Venice","Corfou",1435,2,1
"Corfou","Modon",1435,2,1
"Modon","Coron",1435,2,1
"Coron","Negrepont",1435,2,2
"Negrepont","Constantinople",1435,2,2
"Constantinople","Tana",1435,2,1
"Tana","Constantinople",1435,2,6
"Venice","Corfou",1435,1,1
"Corfou","Modon",1435,1,1
"Modon","Coron",1435,1,1
"Coron","Negrepont",1435,1,2
"Negrepont","Constantinople",1435,1,2
"Constantinople","Simisso",1435,1,1
"Simisso","Sinope",1435,1,2
"Sinope","Trebizonde",1435,1,14
"Trebizonde","Constantinople",1435,1,6
"Venice","Corfou",1435,1,1
"Corfou","Modon",1435,1,1
"Modon","Coron",1435,1,1
"Coron","Negrepont",1435,1,2
"Negrepont","Constantinople",1435,1,2
"Constantinople","Maurocastron",1435,1,15
"Maurocastron","Constantinople",1435,1,6
"Venice","Messine",1435,2,1
"Messine","Palerme",1435,2,1
"Palerme","Majorque",1435,2,1
"Majorque","Cadix",1435,2,1
"Cadix","Bruges",1435,2,1
"Venice","Messine",1435,2,1
"Messine","Palerme",1435,2,1
"Palerme","Majorque",1435,2,1
"Majorque","Cadix",1435,2,1
"Cadix","London",1435,2,1
"London","Southampton",1435,2,1
"Venice","Messine",1435,1,1
"Messine","Palerme",1435,1,1
"Palerme","Calabre",1435,1,1
"Calabre","Napoli",1435,1,2
"Napoli","Civita.Vecchia",1435,1,2
"Civita.Vecchia","Pise",1435,1,2
"Pise","Talamone",1435,1,1
"Talamone","Locum.Buccari",1435,1,1
"Locum.Buccari","Aigues.Mortes",1435,1,1
"Aigues.Mortes","Collioure",1435,1,3
"Collioure","Barcelone",1435,1,1
"Barcelone","Valencia",1435,1,1
"Valencia","Crete",1435,1,2
"Venice","Modon",1435,2,1
"Modon","Crete",1435,2,1
"Crete","Alexandrie",1435,2,20
"Venice","Beyrouth",1435,1,28
"Beyrouth","Jaffa",1435,1,1
"Jaffa","Acre",1435,1,6
"Acre","Jaffa",1435,1,2
"Jaffa","Tripoli.Syria",1435,1,1
"Tripoli.Syria","Laodicée",1435,1,1
"Laodicée","Beyrouth",1435,1,1
"Beyrouth","Rhodes",1435,1,1
"Rhodes","Modon",1435,1,1
"Modon","Corfou",1435,1,1
"Venice","Beyrouth",1435,3,28
"Beyrouth","Tripoli.Syria",1435,3,1
"Tripoli.Syria","Laodicée",1435,3,1
"Laodicée","Beyrouth",1435,3,1
"Beyrouth","Rhodes",1435,3,1
"Rhodes","Modon",1435,3,1
"Modon","Corfou",1435,3,1
"Venice","Crete",1435,2,4
"Crete","Alexandrie",1435,2,8
"Alexandrie","Beyrouth",1435,2,10
"Beyrouth","Crete",1435,2,4
"Crete","Alexandrie",1435,2,4
"Alexandrie","Beyrouth",1435,2,5
"Beyrouth","Modon",1435,2,1
"Venice","Messine",1435,1,1
"Messine","Palerme",1435,1,1
"Palerme","Syracuse",1435,1,1
"Syracuse","Reggio.Calabre",1435,1,1
"Reggio.Calabre","Napoli",1435,1,2
"Napoli","Gaete",1435,1,2
"Gaete","Civita.Vecchia",1435,1,2
"Civita.Vecchia","Pise",1435,1,2
"Pise","Talamone",1435,1,1
"Talamone","Locum.Buccari",1435,1,1
"Locum.Buccari","Aigues.Mortes",1435,1,1
"Aigues.Mortes","Collioure",1435,1,3
"Collioure","Barcelone",1435,1,1
"Barcelone","Valencia",1435,1,1
"Valencia","Syracuse",1435,1,1
"Venice","Messine",1436,1,1
"Messine","Palerme",1436,1,1
"Palerme","Napoli",1436,1,1
"Napoli","Gaete",1436,1,1
"Gaete","Civita.Vecchia",1436,1,2
"Civita.Vecchia","Pise",1436,1,1
"Pise","Talamone",1436,1,1
"Talamone","Genoa",1436,1,2
"Genoa","Savona",1436,1,1
"Savona","Aigues.Mortes",1436,1,1
"Aigues.Mortes","Collioure",1436,1,3
"Collioure","Catalugna",1436,1,1
"Venice","Corfou",1436,2,1
"Corfou","Modon",1436,2,1
"Modon","Coron",1436,2,1
"Coron","Negrepont",1436,2,2
"Negrepont","Constantinople",1436,2,1
"Constantinople","Tana",1436,2,1
"Tana","Caffa",1436,2,1
"Caffa","Constantinople",1436,2,6
"Venice","Corfou",1436,1,1
"Corfou","Modon",1436,1,1
"Modon","Coron",1436,1,1
"Coron","Negrepont",1436,1,2
"Negrepont","Constantinople",1436,1,1
"Constantinople","Simisso",1436,1,1
"Simisso","Sinope",1436,1,2
"Sinope","Trebizonde",1436,1,10
"Trebizonde","Constantinople",1436,1,6
"Venice","Corfou",1436,1,1
"Corfou","Modon",1436,1,1
"Modon","Coron",1436,1,1
"Coron","Negrepont",1436,1,2
"Negrepont","Constantinople",1436,1,1
"Constantinople","Maurocastron",1436,1,15
"Maurocastron","Constantinople",1436,1,6
"Venice","Messine",1436,2,1
"Messine","Palerme",1436,2,1
"Palerme","Majorque",1436,2,1
"Majorque","Malaga",1436,2,1
"Malaga","Cadix",1436,2,1
"Cadix","Bruges",1436,2,1
"Venice","Messine",1436,1,1
"Messine","Palerme",1436,1,1
"Palerme","Majorque",1436,1,1
"Majorque","Malaga",1436,1,1
"Malaga","Cadix",1436,1,1
"Cadix","London",1436,1,1
"London","Southampton",1436,1,1
"Venice","Messine",1436,1,1
"Messine","Palerme",1436,1,1
"Palerme","Syracuse",1436,1,1
"Syracuse","Reggio.Calabre",1436,1,1
"Reggio.Calabre","Napoli",1436,1,2
"Napoli","Gaete",1436,1,2
"Gaete","Civita.Vecchia",1436,1,2
"Civita.Vecchia","Pise",1436,1,2
"Pise","Talamone",1436,1,1
"Talamone","Locum.Buccari",1436,1,1
"Locum.Buccari","Aigues.Mortes",1436,1,1
"Aigues.Mortes","Barcelone",1436,1,1
"Barcelone","Valencia",1436,1,1
"Valencia","Majorque",1436,1,1
"Venice","Beyrouth",1436,1,28
"Beyrouth","Damas",1436,1,1
"Damas","Rhodes",1436,1,1
"Rhodes","Modon",1436,1,1
"Modon","Corfou",1436,1,1
"Venice","Beyrouth",1436,1,28
"Beyrouth","Jaffa",1436,1,1
"Jaffa","Acre",1436,1,6
"Acre","Jaffa",1436,1,2
"Venice","Beyrouth",1436,1,28
"Beyrouth","Tripoli.Syria",1436,1,1
"Tripoli.Syria","Laodicée",1436,1,1
"Laodicée","Rhodes",1436,1,1
"Venice","Alexandrie",1436,4,20
"Alexandrie","Beyrouth",1436,4,28
"Venice","Modon",1437,4,1
"Modon","Crete",1437,4,1
"Crete","Alexandrie",1437,4,10
"Venice","Modon",1437,2,1
"Modon","Crete",1437,2,1
"Crete","Cyprus",1437,2,1
"Cyprus","Cyprus",1437,2,1
"Cyprus","Cyprus",1437,2,1
"Cyprus","Beyrouth",1437,2,1
"Beyrouth","Tripoli.Syria",1437,2,1
"Tripoli.Syria","Rhodes",1437,2,1
"Venice","Modon",1437,1,1
"Modon","Crete",1437,1,1
"Crete","Cyprus",1437,1,1
"Cyprus","Cyprus",1437,1,1
"Cyprus","Cyprus",1437,1,1
"Cyprus","Beyrouth",1437,1,1
"Beyrouth","Tripoli.Syria",1437,1,1
"Tripoli.Syria","Acre",1437,1,1
"Acre","Rhodes",1437,1,1
"Venice","Messine",1437,1,1
"Messine","Palerme",1437,1,1
"Palerme","Pise",1437,1,1
"Pise","Aigues.Mortes",1437,1,1
"Aigues.Mortes","Locum.Buccari",1437,1,1
"Venice","Negrepont",1437,2,1
"Negrepont","Constantinople",1437,2,2
"Constantinople","Tana",1437,2,14
"Tana","Tana",1437,2,1
"Tana","Constantinople",1437,2,6
"Venice","Clarence",1437,1,1
"Clarence","Modon",1437,1,1
"Modon","Coron",1437,1,1
"Coron","Negrepont",1437,1,1
"Negrepont","Constantinople",1437,1,2
"Constantinople","Sinope",1437,1,1
"Sinope","Simisso",1437,1,1
"Simisso","Trebizonde",1437,1,14
"Trebizonde","Constantinople",1437,1,6
"Venice","Clarence",1437,1,1
"Clarence","Modon",1437,1,1
"Modon","Coron",1437,1,1
"Coron","Negrepont",1437,1,1
"Negrepont","Constantinople",1437,1,2
"Constantinople","Maurocastron",1437,1,15
"Maurocastron","Constantinople",1437,1,6
"Venice","Clarence",1437,1,1
"Clarence","Modon",1437,1,1
"Modon","Coron",1437,1,1
"Venice","London",1437,2,1
"Venice","Bruges",1437,2,1
"Venice","Messine",1437,1,1
"Messine","Palerme",1437,1,1
"Palerme","Pise",1437,1,1
"Pise","Locum.Buccari",1437,1,1
"Locum.Buccari","Aigues.Mortes",1437,1,1
"Venice","Syracuse",1437,1,1
"Syracuse","Tunis",1437,1,1
"Tunis","Cadix",1437,1,1
"Cadix","Sevilla",1437,1,1
"Venice","Syracuse",1438,1,1
"Syracuse","Tripoli.Libye",1438,1,1
"Tripoli.Libye","Tunis",1438,1,1
"Tunis","Cadix",1438,1,1
"Cadix","Sevilla",1438,1,1
"Venice","Bruges",1438,2,1
"Bruges","Anvers",1438,2,1
"Venice","London",1438,2,1
"Venice","Corfou",1438,2,1
"Corfou","Modon",1438,2,1
"Modon","Coron",1438,2,1
"Coron","Negrepont",1438,2,2
"Negrepont","Constantinople",1438,2,2
"Constantinople","Tana",1438,2,1
"Tana","Constantinople",1438,2,1
"Venice","Corfou",1438,1,1
"Corfou","Modon",1438,1,1
"Modon","Coron",1438,1,1
"Coron","Negrepont",1438,1,2
"Negrepont","Constantinople",1438,1,2
"Constantinople","Sinope",1438,1,1
"Sinope","Simisso",1438,1,1
"Simisso","Trebizonde",1438,1,4
"Trebizonde","Constantinople",1438,1,1
"Venice","Corfou",1438,1,1
"Corfou","Modon",1438,1,1
"Modon","Coron",1438,1,1
"Coron","Negrepont",1438,1,2
"Negrepont","Constantinople",1438,1,2
"Constantinople","Maurocastron",1438,1,15
"Maurocastron","Constantinople",1438,1,1
"Venice","Crete",1438,1,6
"Venice","Modon",1438,1,6
"Venice","Corfou",1438,1,1
"Venice","Messine",1438,1,1
"Messine","Palerme",1438,1,1
"Palerme","Pise",1438,1,1
"Pise","Locum.Buccari",1438,1,1
"Locum.Buccari","Aigues.Mortes",1438,1,1
"Aigues.Mortes","Valencia",1438,1,1
"Valencia","Catalugna",1438,1,1
"Venice","Locum.Buccari",1438,2,1
"Locum.Buccari","Collioure",1438,2,1
"Collioure","Marseille",1438,2,1
"Marseille","Genoa",1438,2,1
"Genoa","Gaete",1438,2,1
"Gaete","Napoli",1438,2,1
"Venice","Crete",1438,1,1
"Crete","Cyprus",1438,1,1
"Venice","Messine",1439,2,1
"Messine","Palerme",1439,2,1
"Palerme","Majorque",1439,2,1
"Majorque","Malaga",1439,2,1
"Malaga","Cadix",1439,2,1
"Cadix","London",1439,2,90
"London","Southampton",1439,2,1
"Venice","Messine",1439,2,1
"Messine","Palerme",1439,2,1
"Palerme","Majorque",1439,2,1
"Majorque","Malaga",1439,2,1
"Malaga","Cadix",1439,2,1
"Cadix","Bruges",1439,2,1
"Bruges","Sluis",1439,2,1
"Sluis","Anvers",1439,2,1
"Venice","Messine",1439,1,1
"Messine","Palerme",1439,1,1
"Palerme","Pise",1439,1,1
"Pise","Locum.Buccari",1439,1,1
"Locum.Buccari","Aigues.Mortes",1439,1,1
"Aigues.Mortes","Agde",1439,1,1
"Agde","Catalugna",1439,1,1
"Catalugna","Valencia",1439,1,1
"Venice","Syracuse",1439,1,1
"Syracuse","Tunis",1439,1,1
"Tunis","Cadix",1439,1,1
"Venice","Corfou",1439,3,1
"Corfou","Modon",1439,3,1
"Modon","Coron",1439,3,1
"Coron","Negrepont",1439,3,2
"Negrepont","Constantinople",1439,3,2
"Constantinople","Tana",1439,3,2
"Tana","Caffa",1439,3,1
"Caffa","Trebizonde",1439,3,14
"Trebizonde","Constantinople",1439,3,6
"Venice","Alexandrie",1439,3,20
"Venice","Beyrouth",1439,1,28
"Beyrouth","Jaffa",1439,1,1
"Jaffa","Acre",1439,1,6
"Acre","Jaffa",1439,1,2
"Jaffa","Beyrouth",1439,1,1
"Beyrouth","Rhodes",1439,1,1
"Rhodes","Modon",1439,1,1
"Modon","Corfou",1439,1,1
"Venice","Beyrouth",1439,1,28
"Beyrouth","Tripoli.Syria",1439,1,1
"Tripoli.Syria","Laodicée",1439,1,1
"Laodicée","Beyrouth",1439,1,1
"Beyrouth","Rhodes",1439,1,1
"Rhodes","Modon",1439,1,1
"Modon","Corfou",1439,1,1
"Venice","Beyrouth",1439,1,28
"Beyrouth","Rhodes",1439,1,1
"Rhodes","Modon",1439,1,1
"Modon","Corfou",1439,1,1
"Venice","Crete",1439,2,1
"Venice","Messine",1439,1,1
"Messine","Palerme",1439,1,1
"Palerme","Pise",1439,1,1
"Pise","Locum.Buccari",1439,1,1
"Locum.Buccari","Aigues.Mortes",1439,1,1
"Aigues.Mortes","Agde",1439,1,1
"Venice","Crete",1440,2,1
"Venice","Messine",1440,2,1
"Messine","Palerme",1440,2,1
"Palerme","Pise",1440,2,1
"Pise","Locum.Buccari",1440,2,1
"Locum.Buccari","Aigues.Mortes",1440,2,1
"Aigues.Mortes","Barcelone",1440,2,1
"Barcelone","Majorque",1440,2,1
"Majorque","Cadix",1440,2,1
"Venice","Messine",1440,2,1
"Messine","Palerme",1440,2,1
"Palerme","Majorque",1440,2,1
"Majorque","Malaga",1440,2,1
"Malaga","Cadix",1440,2,1
"Cadix","Bruges",1440,2,1
"Bruges","Anvers",1440,2,60
"Venice","Messine",1440,2,1
"Messine","Palerme",1440,2,1
"Palerme","Majorque",1440,2,1
"Majorque","Malaga",1440,2,1
"Malaga","Cadix",1440,2,1
"Cadix","London",1440,2,90
"London","Southampton",1440,2,5
"Venice","Beyrouth",1440,1,28
"Venice","Beyrouth",1440,1,28
"Beyrouth","Jaffa",1440,1,1
"Jaffa","Acre",1440,1,6
"Acre","Jaffa",1440,1,2
"Venice","Beyrouth",1440,1,28
"Beyrouth","Tripoli.Syria",1440,1,1
"Tripoli.Syria","Laodicée",1440,1,1
"Venice","Alexandrie",1440,3,1
"Venice","Tana",1440,2,1
"Venice","Trebizonde",1440,1,1
"Venice","Syracuse",1440,1,1
"Syracuse","Tunis",1440,1,1
"Tunis","Cadix",1440,1,1
"Cadix","Barbarie",1440,1,1
"Barbarie","Venice",1440,1,1
"Venice","Catalugna",1440,1,1
"Catalugna","Venice",1440,1,1
"Venice","Messine",1441,2,1
"Messine","Palerme",1441,2,1
"Palerme","Majorque",1441,2,1
"Majorque","Malaga",1441,2,1
"Malaga","Cadix",1441,2,1
"Cadix","Bruges",1441,2,1
"Bruges","Anvers",1441,2,60
"Venice","Messine",1441,2,1
"Messine","Palerme",1441,2,1
"Palerme","Majorque",1441,2,1
"Majorque","Malaga",1441,2,1
"Malaga","Cadix",1441,2,1
"Cadix","London",1441,2,90
"London","Southampton",1441,2,5
"Venice","Messine",1441,2,1
"Messine","Palerme",1441,2,1
"Palerme","Pise",1441,2,1
"Pise","Locum.Buccari",1441,2,1
"Locum.Buccari","Aigues.Mortes",1441,2,1
"Aigues.Mortes","Agde",1441,2,1
"Agde","Valencia",1441,2,1
"Valencia","Catalugna",1441,2,1
"Venice","Ragusa",1441,2,1
"Ragusa","Syracuse",1441,2,1
"Syracuse","Barbarie",1441,2,1
"Barbarie","Cadix",1441,2,1
"Cadix","Sevilla",1441,2,1
"Sevilla","Malaga",1441,2,1
"Malaga","Barbarie",1441,2,1
"Barbarie","Grenade",1441,2,1
"Grenade","Valencia",1441,2,1
"Valencia","Sfax",1441,2,1
"Sfax","Alger",1441,2,1
"Alger","Tripoli.Libye",1441,2,1
"Venice","Corfou",1441,3,1
"Corfou","Modon",1441,3,1
"Modon","Coron",1441,3,1
"Coron","Negrepont",1441,3,2
"Negrepont","Gallipoli",1441,3,1
"Gallipoli","Constantinople",1441,3,1
"Constantinople","Sinope",1441,3,1
"Sinope","Simisso",1441,3,2
"Simisso","Trebizonde",1441,3,14
"Trebizonde","Constantinople",1441,3,6
"Venice","Modon",1441,3,18
"Venice","Crete",1441,3,16
"Venice","Jaffa",1441,2,1
"Venice","Messine",1442,2,1
"Messine","Palerme",1442,2,1
"Palerme","Pise",1442,2,1
"Pise","Locum.Buccari",1442,2,1
"Locum.Buccari","Aigues.Mortes",1442,2,1
"Aigues.Mortes","Agde",1442,2,1
"Agde","Barcelone",1442,2,1
"Barcelone","Valencia",1442,2,1
"Venice","Bruges",1442,2,1
"Bruges","Anvers",1442,2,1
"Venice","London",1442,2,1
"Venice","Crete",1442,3,1
"Crete","Alexandrie",1442,3,1
"Venice","Crete",1442,3,1
"Crete","Beyrouth",1442,3,1
"Venice","Corfou",1442,2,1
"Corfou","Modon",1442,2,1
"Venice","Crete",1443,3,1
"Crete","Alexandrie",1443,3,20
"Venice","Alexandrie",1443,1,1
"Venice","Crete",1444,3,1
"Crete","Alexandrie",1444,3,20
"Venice","Beyrouth",1445,4,28
"Beyrouth","Syria",1445,4,1
"Venice","Alexandrie",1445,4,20
"Venice","Jerusalem",1445,2,1
"Venice","Crete",1446,4,1
"Crete","Alexandrie",1446,4,20
"Venice","Jaffa",1446,2,1
"Jaffa","Jerusalem",1446,2,1
"Venice","Alexandrie",1447,4,20
"Alexandrie","Crete",1447,4,1
"Venice","Corfou",1442,2,1
"Corfou","Modon",1442,2,1
"Modon","Coron",1442,2,1
"Coron","Negrepont",1442,2,2
"Negrepont","Constantinople",1442,2,2
"Constantinople","Tana",1442,2,1
"Tana","Constantinople",1442,2,6
"Venice","Corfou",1442,2,1
"Corfou","Modon",1442,2,1
"Modon","Coron",1442,2,1
"Coron","Negrepont",1442,2,2
"Negrepont","Constantinople",1442,2,2
"Constantinople","Sinope",1442,2,1
"Sinope","Simisso",1442,2,1
"Simisso","Trebizonde",1442,2,14
"Trebizonde","Constantinople",1442,2,6
"Venice","Syracuse",1443,2,1
"Syracuse","Tunis",1443,2,1
"Tunis","Cadix",1443,2,1
"Cadix","Sevilla",1443,2,1
"Sevilla","Malaga",1443,2,1
"Malaga","Grenade",1443,2,1
"Grenade","Valencia",1443,2,1
"Valencia","Tortosa",1443,2,1
"Tortosa","Venice",1443,2,1
"Venice","Ragusa",1443,2,1
"Venice","Messine",1443,2,1
"Messine","Palerme",1443,2,1
"Palerme","Pise",1443,2,1
"Pise","Locum.Buccari",1443,2,1
"Locum.Buccari","Aigues.Mortes",1443,2,1
"Aigues.Mortes","Agde",1443,2,1
"Agde","Catalugna",1443,2,1
"Catalugna","Valencia",1443,2,1
"Venice","Sicily",1443,4,1
"Sicily","Majorque",1443,4,1
"Majorque","Malaga",1443,4,1
"Malaga","Cadix",1443,4,1
"Cadix","Bruges",1443,4,1
